uuid,class_name,class_tag,instructors,term,session,start_time,end_time,start_date,end_date,room,addr,days,class_number,course_id,consent,enrolled,description,joint_offerings,q_report,school,department,subject,location,units,course_component,grading_basis,cross_reg,exam/final_deadline,class_capacity,class_notes,course_notes,recommended_prep,course_requirements,waitlist
855e236fe81f466a96b316e7f5d573a8,"Afrodescendant Citizenship in Latin America: Mobilization, Contestation, and Change",AAAS 222B,"['Alejandro de la Fuente', 'Paulina Alberto']",2024 Spring,Full Term,12:00pm,2:00pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['F'],16136,222011,Instructor,0/15,"This seminar studies contemporary struggles over citizenship and belonging by Afrodescendants in Latin America, situating these struggles within historical patterns of nation building, racial stratification, and political mobilization. Afrodescendants have been at the forefront of struggles typically associated with liberal values—equality, democracy, voting rights—since the colonial period. But Afrodescendant activists, thinkers, and artists have also articulated alternative visions of freedom and belonging that are frequently sidelined in the dominant narratives about rights and citizenship in Latin America. The seminar is conducted in conjunction with the Sawyer Seminar “Afrodescendant Citizenship in Latin America” funded by the Mellon Foundation. This will allow us to bring scholars, activists, artists and other practitioners involved in struggles for racial justice in Latin America to our class and our campus.
Undergraduate students who wish to take this class should get in touch with the instructors in advance. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit. Students need to register under History or AAAS but not both for credit.",['HIST 2220B'],https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AAAS+222,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration, 5/10/2024 2:00 PM,,"This course will meet at the Hutchins Center, Room 2R.",Undergraduate students who wish to take this class should get in touch with the instructors in advance. Students must complete both terms of this course (parts A and B) within the same academic year in order to receive credit. Students need to register under History or AAAS but not both for credit.,,,
a00d224ae1fe42f98581de20162ee637,Introduction to African Studies,AFRAMER 11,['Daniel Agbiboa'],2023 Fall,Full Term,9:45am,11:45am,9/5/2023,12/5/2023,Barker 230 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.372608,-71.114535&dirflg=w",['Th'],13783,123591,No Consent,,"This course introduces students to the rich diversity and complexity of Africa, including its historical dynamics, economic developments, social and political practices, and popular cultures. Throughout, we assume that Africa is not a unique isolate but a continent bubbling with internal diversity, historical change, entrepreneurial spirit, and cultural links beyond its shores. Our goal is to train students to think rigorously about Africa from interdisciplinary and transnational perspectives. We also aim to equip students with the analytical tools necessary for recognizing and deconstructing reductionist and stereotyped narratives of Africa. The course is open to all students who are interested in exploring various dimensions of African life, politics, peoples and cultures from the past to the postcolony.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+11,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Lecture,FAS Letter Graded,Available for Harvard Cross Registration, 12/16/2023 9:00 AM,No Limit,,Required of concentrators in African Studies track.,,,
0fe416fede5b415aadf6522ea54b682e,Introduction to African Languages and Cultures,AFRAMER 20,['John Mugane'],2023 Fall,Full Term,12:00pm,2:45pm,9/5/2023,12/5/2023,1280 Massachusetts Ave 360 (FA,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['T'],15836,118883,No Consent,,"This course is an introduction to Africans through African languages and cultures. The course explores how sub-Saharan Africans use language and cultural production to understand, organize, and transmit indigenous knowledge about the world to each other and to successive generations. Language serves as a road map to comprehending how social, political, and economic processes like kinship structures, the evolution of political offices, trade relations, and environmental knowledge develop. Oral histories and cultural and intellectual products like novels, music, poems, essays, films, and photographs offer opportunities to open eyes to, interact with, listen and speak to, and think alongside Africans they entrepreneurs, artists, authors, teachers, thinkers as they uncover, communicate, and debate the major topics and issues facing African societies and people today.
As a Social Engagement course, AAAS 20 will wed scholarly inquiry and academic study to practical experience and personal involvement in the community. Students will be given the opportunity to study Africans, their languages, and their cultures from the ground up, not only through textbooks and data sets but through personal relationships, cultural participation, and inquisitive explorations of local African heritage communities with Harvard's African Language Program instructors as guides. Throughout the semester you will be asked to employ video production, ethnographic research, creative writing, “social-portraiture,” GIS mapping, and linguistic study as you engage with Africans, their languages, and their cultures. By examining individual lives of select Africans, linguistic debates, cultural traditions and interrogating their import in the daily lives of Boston-area Africans, we hope to bridge the divide between grand theories and everyday practices, between intellectual debates and the lived experiences of individuals, between the American academy and the African world. Ultimately, this course aims to see and present Africans themselves as visible, audible and coherent articulators at the center of professional work and disciplinary study of Africa.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+20,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Lecture,FAS Letter Graded,Available for Harvard Cross Registration, 12/16/2023 2:00 PM,No Limit,,,,,
ff3b058f289c4c6783b9195eee7c8b17,"Ishmael Reed: Novels, Poetry, Essays",AFRAMER 55,['Glenda Carpio'],2024 Spring,Full Term,12:45pm,2:45pm,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['M'],20242,223976,Instructor,0/15,"Ishmael Reed is one of the most prolific, long-practicing and controversial African American writers. A novelist, poet, essayist, playwright, editor, and publisher who has often battled the literary establishment, Reed has been active since the 1960s. This course explores his work against the backdrop of late 20th century African American literary practices.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+55,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Seminar,,Available for Harvard Cross Registration,,,,,,,
29a2d70f4a9a4fbfbea42936451824db,Supervised Reading and Research,AFRAMER 91R,['Jesse McCarthy'],2023 Fall,Full Term,,,9/5/2023,12/5/2023,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,11959,110605,Instructor,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+91,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 12/12/2023 2:00 PM,No Limit,,,,,
354b9f124d184094ba7d606a400eb9b5,Supervised Reading and Research,AFRAMER 91R,['Vincent Brown'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,11411,110605,No Consent,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+91,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration,,No Limit,,,,,
733b43ab7fdf45799eee311f54c9d15e,Sophomore Tutorial: Understanding Race and Racism,AFRAMER 97,['Carla Martin'],2024 Spring,Full Term,9:45am,11:45am,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",['Th'],13051,123590,No Consent,0/18,"This course will examine the history of race and racism – key analytical constructs that express fundamental issues not only of power and inequality, but also of justice, democracy, equity, and emancipation. The study of race in the social sciences and humanities is an established, dynamic, multidisciplinary, and international field. To understand race and racism with a global perspective, it is necessary to have a transdisciplinary, cross-cultural view to read critically the phenomena that intersect with this variable. Course readings are drawn from the fields of African and African American Studies, sociology, history, cultural studies, political science, anthropology, philosophy, journalism, and public health. The vast literature produced by scholars in diverse fields provides evidence of how race is based on narratives created to enslave, subordinate, exploit, and exclude millions of human beings across the globe. Assignments will address pressing real-world questions related to race and racism, as well as pedagogically significant areas of undergraduate intellectual and academic development. ",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+97,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 5/07/2024 9:00 AM,,,Required for concentrators in African and African American Studies. Open to all undergraduates.,,,
4d177a00a5104c73984e8773b8284a22,Junior Tutorial - African American Studies,AFRAMER 98 001,"['Jesse McCarthy', 'Evelyn Brooks Higginbotham']",2023 Fall,Full Term,,,9/5/2023,12/5/2023,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,12430,118023,Instructor,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+98,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 12/14/2023 9:00 AM,No Limit,,,"Completion of African and African American Studies 10, or a substitute course approved by the Director of Undergraduate Studies.",,
101920791ec74d25a46e3d7715098f7d,Junior Tutorial - African American Studies,AFRAMER 98 002,['Vincent Brown'],2023 Fall,Full Term,,,9/5/2023,12/5/2023,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,15172,118023,Instructor,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+98,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 12/14/2023 9:00 AM,No Limit,,,"Completion of African and African American Studies 10, or a substitute course approved by the Director of Undergraduate Studies.",,
0a00f659c49e4b74a39caa834fa6c525,Junior Tutorial - African American Studies,AFRAMER 98,['Vincent Brown'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,11862,118023,No Consent,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+98,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration,,No Limit,,,"Completion of African and African American Studies 10, or a substitute course approved by the Director of Undergraduate Studies.",,
7f8bc313cff14d29813deca2c5636abc,Junior Tutorial - African Studies,AFRAMER 98A,"['Jesse McCarthy', 'Brandon Terry']",2023 Fall,Full Term,,,9/5/2023,12/5/2023,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,12555,119818,Instructor,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+98,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration, 12/14/2023 9:00 AM,No Limit,,,"Completion of African and African American Studies 11, or a substitute course approved by the Director of Undergraduate Studies.",,
0b146aed6fdc41a78f4fcf64f645a91c,Junior Tutorial - African Studies,AFRAMER 98A,['Vincent Brown'],2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,11981,119818,No Consent,,"Students wishing to enroll must petition the Director of Undergraduate Studies for approval, stating the proposed project, and must have the permission of the proposed instructor. Ordinarily, students are required to have taken some coursework as background for their project.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+98,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Letter Graded,Available for Harvard Cross Registration,,No Limit,,,"Completion of African and African American Studies 11, or a substitute course approved by the Director of Undergraduate Studies.",,
e8d3e9f3fd004f6aa636cd672afae72f,Senior Thesis Workshop,AFRAMER 99A,['Jesse McCarthy'],2023 Fall,Full Term,3:45pm,5:45pm,9/5/2023,12/5/2023,Barker 012 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.372608,-71.114535&dirflg=w",['W'],12884,124132,Instructor,,Thesis supervision under the direction of a member of the Department. Part one of a two part series.,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+99,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration, 12/19/2023 2:00 PM,No Limit,,Enrollment limited to honors candidates.,,,
98f50d3bda7047d08584a36117825850,Senior Thesis Workshop,AFRAMER 99B,"['Vincent Brown', 'Carla Martin']",2024 Spring,Full Term,,,1/22/2024,4/24/2024,Location:TBA3,"https://www.google.com/maps?saddr=Current+Location&daddr=0,0&dirflg=w",,12279,159794,Instructor,,Thesis supervision under the direction of a member of the Department. Part two of a two part series.,,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+99,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Tutorial,FAS Satisfactory/Unsatisfactory,Not Available for Cross Registration,,No Limit,,Enrollment limited to honors candidates.,,,
dbc6fc87ffa4418299ebb04223c77fb0,"Africa in the Twentieth Century: Culture, Representation, and New Diasporas",AFRAMER 111X,['Timothy Ogene'],2023 Fall,Full Term,12:45pm,2:45pm,9/5/2023,12/5/2023,Sever 211 (FAS),"https://www.google.com/maps?saddr=Current+Location&daddr=42.37436,-71.115493&dirflg=w",['M'],17285,222142,No Consent,,"This course will explore how Africans on the continent and its new diasporas have represented their communities, cultures, and histories in the last century. Drawing on archival sources, works of literature, and documentaries, this course will trace and contextualize the network of individuals, communities, and organisations that have shaped and influenced the direction of African representation in the world. As a study of self-representation and response to colonialism and settler narratives, this course will also emphasize the importance of individual and collective agency in the fashioning of the continent's image at home and abroad. We will engage the archives of colonial and settler narratives and consider how these are re-thought in the present. The emergence and formation of new diasporic identities, in the contexts of global migration and colonial/postcolonial encounters, will be considered alongside the transnational circulation of African cultures and the enduring influence of global back identities in Europe and the Americas.",,https://qreports.fas.harvard.edu/home/courses?school=FAS&search=AFRAMER+111,Faculty of Arts & Sciences,African & African Amer Studies,African & African Amer Studies,Cambridge Campus,4,Seminar,FAS Letter Graded,Available for Harvard Cross Registration, 12/12/2023 2:00 PM,No Limit,,,,,
